@RELATION ga

@ATTRIBUTE hugeItems	NUMERIC
@ATTRIBUTE largeItems	NUMERIC
@ATTRIBUTE mediumItems	NUMERIC
@ATTRIBUTE smallItems	NUMERIC
@ATTRIBUTE remainingItems	NUMERIC
@ATTRIBUTE class	{0,1,2,3,4,5,6,7}

@DATA
0.13444311216064964,0.5357629153060691,0.43013377210176407,0.3372631131162591,0.9979488807654545,5
0.8627247309635648,0.023293889509302335,0.9233686008811055,0.8661432711895065,0.9554788462411781,6
0.787045214553339,0.7576853267821988,0.1770869269845855,0.8129575690742643,0.36129652260703027,7
0.11742560607252395,0.8986657444389873,0.30575510808750195,0.35368533993037476,0.27851795250959155,2
0.7095298699712661,0.42479843834751974,0.20031988573682957,0.3231760362171532,0.47863811350092267,4
0.529524855393106,0.8847519370246236,0.044791991460714,0.7365062706777258,0.8377277998230979,6
0.8442351085328432,0.5444390989219757,0.29386712060449316,0.3752671503682835,0.999370961322801,4
0.2870537494390887,0.801012557620255,0.31883526469428725,0.742251098344773,0.7771614040795793,2
0.5735629422041294,0.6569969800194186,0.26871627263032805,0.3646528806267192,0.7651881786145227,5
0.712943329236914,0.5874991609992309,0.8399951814885922,0.6861032093014662,0.5848011500158162,7
0.5482146135303112,0.7075418952387325,0.6467046725641836,0.018123114842057197,0.5124876037133829,4
0.7582733062576885,0.4449571641577267,0.6593568007818027,0.6165914611571425,0.8335767472565397,3
0.5276164440333454,0.8525042166804955,0.41880171188869875,0.6022591397934515,0.30891342395466437,3
0.332923438668666,0.6911197801913274,0.18860289358648363,0.21582979808169034,0.047919298772805874,3
0.5273184389146481,0.018971395499321253,0.5852609819938835,0.9482401989900672,0.6850049545130852,7
0.7799652411793158,0.6197880739316886,0.658743151634766,0.9455921343564345,0.8357672730521921,3
0.7619451385307086,0.2541597070517835,0.8997804502734282,0.32483560296648994,0.2472400367626364,6
0.21921277805855954,0.5708804526695646,0.5697291432770885,0.8553712723202319,0.8178686339401976,1
0.6217614682123773,0.5604651987607604,0.8152067501323702,0.42174519673504585,0.6077173077141977,5
0.36943025781236594,0.9078654433175127,0.7360763642936903,0.6101124466119932,0.6254984968601875,5
0.446086114398925,0.35894973858241574,0.9796148628766398,0.16843378351969562,0.45763525645687075,6
0.4336584274990781,0.6865552439178604,0.5354758099512715,0.6783289428399749,0.8061916186196385,2
0.49272696922533554,0.6159075765739258,0.09108985752641319,0.3864996491089522,0.6236325502125308,1
0.5604678163719169,0.2417325491293889,0.3288052691143718,0.4984182731381811,0.05737833943603965,4
0.20929041049533348,0.827662225561688,0.7161540766751748,0.5475774112172005,0.117705741525578,6
0.5442166171246144,0.7481140555130749,0.6848179753859686,0.17081214833967595,0.21593682112733692,5
0.060512248125893175,0.5493945940578648,0.8673722970319706,0.18875766395848514,0.23299749692758887,2
0.28125537239033227,0.4673091034478848,0.2480952986305387,0.7377418430420547,0.05581404376948462,2
0.5141238976063836,0.0297451356560251,0.6522940241666073,0.6193160206273652,0.8081304725959589,6
0.9061734781233893,0.5416515235134323,0.9205139858936591,0.6024920906144383,0.7989760762546491,7
0.22761985576016286,0.4604881008212691,0.030751608993233037,0.7466367783451386,0.8656768200114024,1
0.20770810872953438,0.6775027732320755,0.5944854173462973,0.04545566661711242,0.26514313912546983,7
0.8855566819521361,0.8000916813162663,0.08273578250005398,0.19042856133664132,0.24693827061348883,4
